edicao,data,time_casa,gols_casa,gols_fora,time_fora,pais_vencedor,estadio,cidade,publico,arbitro,id_jogo
Copa do Mundo da FIFA Alemanha 1974™,23/06/1974 11:00,Bulgária,1,4,Holanda,Holanda,Westfalenstadion,Dortmund,,Tony BOSKOVIC,1990
Copa do Mundo da FIFA Alemanha 1974™,23/06/1974 11:00,Polônia,2,1,Itália,Polônia,Neckarstadion,Stuttgart,,Hans Joachim WEYLAND,2129
Copa do Mundo da FIFA Alemanha 1974™,23/06/1974 11:00,Suécia,3,0,Uruguai,Suécia,Rheinstadion,Düsseldorf,,Erich LINEMAYR,2181
Copa do Mundo da FIFA Alemanha 1974™,23/06/1974 11:00,Argentina,4,1,Haiti,Argentina,Olympiastadion,Munique,,Pablo SANCHEZ IBANEZ,1947
Copa do Mundo da FIFA Alemanha 1974™,26/06/1974 11:00,Servia,0,2,Alemanha,Alemanha,Rheinstadion,Düsseldorf,,Armando MARQUES,2066
Copa do Mundo da FIFA Alemanha 1974™,26/06/1974 14:30,Brasil,1,0,Alemanha,Brasil,Niedersachsenstadion,Hanôver,,Clive THOMAS,1982
Copa do Mundo da FIFA Alemanha 1974™,26/06/1974 14:30,Holanda,4,0,Argentina,Holanda,Parkstadion,Gelsenkirchen,,Bob DAVIDSON,1948
Copa do Mundo da FIFA Alemanha 1974™,26/06/1974 14:30,Suécia,0,1,Polônia,Polônia,Neckarstadion,Stuttgart,,Ramon BARRETO RUIZ,2167
Copa do Mundo da FIFA Alemanha 1974™,30/06/1974 11:00,Polônia,2,1,Servia,Polônia,Waldstadion,Frankfurt am Main,,Armando MARQUES,2170
Copa do Mundo da FIFA Alemanha 1974™,30/06/1974 11:00,Alemanha,0,2,Holanda,Holanda,Parkstadion,Gelsenkirchen,,Ruedi SCHEURER,2067
Copa do Mundo da FIFA Alemanha 1974™,30/06/1974 11:00,Argentina,1,2,Brasil,Brasil,Niedersachsenstadion,Hanôver,,Vital LORAUX,1945
Copa do Mundo da FIFA Alemanha 1974™,30/06/1974 14:30,Alemanha,4,2,Suécia,Alemanha,Rheinstadion,Düsseldorf,,Pavel KAZAKOV,2065
Copa do Mundo da FIFA Alemanha 1974™,03/07/1974 12:00,Polônia,0,1,Alemanha,Alemanha,Waldstadion,Frankfurt am Main,,Erich LINEMAYR,2064
Copa do Mundo da FIFA Alemanha 1974™,03/07/1974 14:30,Argentina,1,1,Alemanha,Empate,Parkstadion,Gelsenkirchen,,John TAYLOR,1946
Copa do Mundo da FIFA Alemanha 1974™,03/07/1974 14:30,Holanda,2,0,Brasil,Holanda,Westfalenstadion,Dortmund,,Kurt TSCHENSCHER,1983
Copa do Mundo da FIFA Alemanha 1974™,03/07/1974 14:30,Suécia,2,1,Servia,Suécia,Rheinstadion,Düsseldorf,,Luis PESTARINO,2182
Copa do Mundo da FIFA Alemanha 1974™,06/07/1974 11:00,Brasil,0,1,Polônia,Polônia,Olympiastadion,Munique,,Aurelio ANGONESE,1984
Copa do Mundo da FIFA Alemanha 1974™,07/07/1974 11:00,Holanda,1,2,Alemanha,Alemanha,Olympiastadion,Munique,,John TAYLOR,2063
Copa do Mundo da FIFA México 1970™,31/05/1970 14:00,México,0,0,Russia,Empate,Estádio Azteca,Mexico City,,Kurt TSCHENSCHER,1902
Copa do Mundo da FIFA México 1970™,02/06/1970 18:00,Uruguai,2,0,Israel,Uruguai,Estádio Cuauhtemoc,Puebla,,Bob DAVIDSON,1881
Copa do Mundo da FIFA México 1970™,02/06/1970 18:00,Inglaterra,1,0,Romênia,Inglaterra,Estádio Jalisco,Guadalajara,,Vital LORAUX,1812
Copa do Mundo da FIFA México 1970™,02/06/1970 18:00,Peru,3,2,Bulgária,Peru,Estádio Nou Camp (Estádio León),LEON,,Antonio SBARDELLA,1780
Copa do Mundo da FIFA México 1970™,03/06/1970 18:00,Brasil,4,1,Tchecoslováquia,Brasil,Estádio Jalisco,Guadalajara,,Ramon BARRETO RUIZ,1770
Copa do Mundo da FIFA México 1970™,03/06/1970 18:00,Bélgica,3,0,El Salvador,Bélgica,Estádio Azteca,Mexico City,,Andrei RADULESCU,1747
Copa do Mundo da FIFA México 1970™,03/06/1970 18:00,Itália,1,0,Suécia,Itália,Estádio La Bombonera (Estádio Nemesio Diez),Toluca,,John TAYLOR,1883
Copa do Mundo da FIFA México 1970™,03/06/1970 18:00,Alemanha,2,1,Marrocos,Alemanha,Estádio Nou Camp (Estádio León),LEON,,Laurens VAN RAVENS,1839
Copa do Mundo da FIFA México 1970™,06/06/1970 18:00,Peru,3,0,Marrocos,Peru,Estádio Nou Camp (Estádio León),LEON,,Tofik BAKHRAMOV,1893
Copa do Mundo da FIFA México 1970™,06/06/1970 18:00,Romênia,2,1,Tchecoslováquia,Romênia,Estádio Jalisco,Guadalajara,,Diego DE LEO,1919
Copa do Mundo da FIFA México 1970™,06/06/1970 18:00,Russia,4,1,Bélgica,Russia,Estádio Azteca,Mexico City,,Ruedi SCHEURER,1753
Copa do Mundo da FIFA México 1970™,06/06/1970 18:00,Uruguai,0,0,Itália,Empate,Estádio Cuauhtemoc,Puebla,,Kurt TSCHENSCHER,1884
Copa do Mundo da FIFA México 1970™,07/06/1970 14:00,Brasil,1,0,Inglaterra,Brasil,Estádio Jalisco,Guadalajara,,Abraham KLEIN,1764
Copa do Mundo da FIFA México 1970™,07/06/1970 14:00,Suécia,1,1,Israel,Empate,Estádio La Bombonera (Estádio Nemesio Diez),Toluca,,Seyoum TAREKEGN,1880
Copa do Mundo da FIFA México 1970™,07/06/1970 14:00,México,4,0,El Salvador,México,Estádio Azteca,Mexico City,,Aly Hussein KANDIL,1820
Copa do Mundo da FIFA México 1970™,07/06/1970 14:00,Alemanha,5,2,Bulgária,Alemanha,Estádio Nou Camp (Estádio León),LEON,,Jose Maria ORTIZ DE MENDIBIL,1774
Copa do Mundo da FIFA México 1970™,10/06/1970 18:00,Russia,2,0,El Salvador,Russia,Estádio Azteca,Mexico City,,Rafael HORMAZABAL DIAZ,1823
Copa do Mundo da FIFA México 1970™,10/06/1970 18:00,Suécia,1,0,Uruguai,Suécia,Estádio Cuauhtemoc,Puebla,,Henry LANDAUER,1922
Copa do Mundo da FIFA México 1970™,10/06/1970 18:00,Alemanha,3,1,Peru,Alemanha,Estádio Nou Camp (Estádio León),LEON,,Abel AGUILAR ELIZALDE,1840
Copa do Mundo da FIFA México 1970™,10/06/1970 18:00,Brasil,3,2,Romênia,Brasil,Estádio Jalisco,Guadalajara,,Ferdinand MARSCHALL,1769
Copa do Mundo da FIFA México 1970™,11/06/1970 18:00,México,1,0,Bélgica,México,Estádio Azteca,Mexico City,,Norberto Angel COEREZZA,1752
Copa do Mundo da FIFA México 1970™,11/06/1970 18:00,Bulgária,1,1,Marrocos,Empate,Estádio Nou Camp (Estádio León),LEON,,Antonio SALDANHA RIBEIRO,1779
Copa do Mundo da FIFA México 1970™,11/06/1970 18:00,Itália,0,0,Israel,Empate,Estádio La Bombonera (Estádio Nemesio Diez),Toluca,,Ayrton Vieira DE MORAES,1877
Copa do Mundo da FIFA México 1970™,11/06/1970 18:00,Inglaterra,1,0,Tchecoslováquia,Inglaterra,Estádio Jalisco,Guadalajara,,Roger MACHIN,1813
Copa do Mundo da FIFA México 1970™,14/06/1970 14:00,Uruguai,1,0,Russia,Uruguai,Estádio Azteca,Mexico City,,Laurens VAN RAVENS,1925
Copa do Mundo da FIFA México 1970™,14/06/1970 14:00,Brasil,4,2,Peru,Brasil,Estádio Jalisco,Guadalajara,,Vital LORAUX,1768
Copa do Mundo da FIFA México 1970™,14/06/1970 14:00,Alemanha,3,2,Inglaterra,Alemanha,Estádio Nou Camp (Estádio León),LEON,,Norberto Angel COEREZZA,1811
Copa do Mundo da FIFA México 1970™,14/06/1970 14:00,Itália,4,1,México,Itália,Estádio La Bombonera (Estádio Nemesio Diez),Toluca,,Ruedi SCHEURER,1882
Copa do Mundo da FIFA México 1970™,17/06/1970 18:00,Brasil,3,1,Uruguai,Brasil,Estádio Jalisco,Guadalajara,,Jose Maria ORTIZ DE MENDIBIL,1771
Copa do Mundo da FIFA México 1970™,17/06/1970 18:00,Itália,4,3,Alemanha,Itália,Estádio Azteca,Mexico City,,Arturo YAMASAKI MALDONADO,1838
Copa do Mundo da FIFA México 1970™,20/06/1970 18:00,Alemanha,1,0,Uruguai,Alemanha,Estádio Azteca,Mexico City,,Antonio SBARDELLA,1843
Copa do Mundo da FIFA México 1970™,21/06/1970 14:00,Brasil,4,1,Itália,Brasil,Estádio Azteca,Mexico City,,Ruedi SCHEURER,1765
Copa do Mundo da FIFA Inglaterra 1966™,11/07/1966 15:30,Inglaterra,0,0,Uruguai,Empate,Estádio de Wembley,London,,Istvan ZSOLT,1636
Copa do Mundo da FIFA Inglaterra 1966™,12/07/1966 15:30,Alemanha,5,0,Suíça,Alemanha,Estádio Hillsborough,Sheffield,,Hugh PHILLIPS,1656
Copa do Mundo da FIFA Inglaterra 1966™,12/07/1966 15:30,Brasil,2,0,Bulgária,Brasil,Estádio Goodison Park,Liverpool,,Kurt TSCHENSCHER,1596
Copa do Mundo da FIFA Inglaterra 1966™,12/07/1966 15:30,Russia,3,0,RPD da Coreia,Russia,Estádio Ayresome Park,Middlesbrough,,Juan GARDEAZABAL,1710
Copa do Mundo da FIFA Inglaterra 1966™,13/07/1966 15:30,Argentina,2,1,Espanha,Argentina,Estádio Villa Park,Birmingham,,Dimitar RUMENTCHEV,1578
Copa do Mundo da FIFA Inglaterra 1966™,13/07/1966 15:30,França,1,1,México,Empate,Estádio de Wembley,London,,Menachem ASHKENAZI,1650
Copa do Mundo da FIFA Inglaterra 1966™,13/07/1966 15:30,Portugal,3,1,Hungria,Portugal,Estádio Old Trafford,Manchester,,Leo CALLAGHAN,1675
Copa do Mundo da FIFA Inglaterra 1966™,13/07/1966 15:30,Itália,2,0,Chile,Itália,Estádio Roker Park Ground,Sunderland,,Gottfried DIENST,1608
Copa do Mundo da FIFA Inglaterra 1966™,15/07/1966 15:30,Espanha,2,1,Suíça,Espanha,Estádio Hillsborough,Sheffield,,Tofik BAKHRAMOV,1641
Copa do Mundo da FIFA Inglaterra 1966™,15/07/1966 15:30,Hungria,3,1,Brasil,Hungria,Estádio Goodison Park,Liverpool,,Kenneth DAGNALL,1597
Copa do Mundo da FIFA Inglaterra 1966™,15/07/1966 15:30,Uruguai,2,1,França,Uruguai,Estádio White City,London,,Karol GALBA,1653
Copa do Mundo da FIFA Inglaterra 1966™,15/07/1966 15:30,RPD da Coreia,1,1,Chile,Empate,Estádio Ayresome Park,Middlesbrough,,Aly Hussein KANDIL,1609
Copa do Mundo da FIFA Inglaterra 1966™,16/07/1966 11:00,Alemanha,0,0,Argentina,Empate,Estádio Villa Park,Birmingham,,Konstantin ZECEVIC,1579
Copa do Mundo da FIFA Inglaterra 1966™,16/07/1966 11:00,Russia,1,0,Itália,Russia,Estádio Roker Park Ground,Sunderland,,Rudolf KREITLEIN,1682
Copa do Mundo da FIFA Inglaterra 1966™,16/07/1966 11:00,Portugal,3,0,Bulgária,Portugal,Estádio Old Trafford,Manchester,,Jose Maria CODESAL,1602
Copa do Mundo da FIFA Inglaterra 1966™,16/07/1966 15:30,Inglaterra,2,0,México,Inglaterra,Estádio de Wembley,London,,Concetto LO BELLO,1634
Copa do Mundo da FIFA Inglaterra 1966™,19/07/1966 12:30,Uruguai,0,0,México,Empate,Estádio de Wembley,London,,Bertil LOEOEW,1689
Copa do Mundo da FIFA Inglaterra 1966™,19/07/1966 15:30,Argentina,2,0,Suíça,Argentina,Estádio Hillsborough,Sheffield,,Joaquim FERNANDES CAMPOS,1582
Copa do Mundo da FIFA Inglaterra 1966™,19/07/1966 15:30,Portugal,3,1,Brasil,Portugal,Estádio Goodison Park,Liverpool,,George McCABE,1598
Copa do Mundo da FIFA Inglaterra 1966™,19/07/1966 15:30,RPD da Coreia,1,0,Itália,RPD da Coreia,Estádio Ayresome Park,Middlesbrough,,Pierre SCHWINTE,1679
Copa do Mundo da FIFA Inglaterra 1966™,20/07/1966 15:30,Alemanha,2,1,Espanha,Alemanha,Estádio Villa Park,Birmingham,,Armando MARQUES,1637
Copa do Mundo da FIFA Inglaterra 1966™,20/07/1966 15:30,Russia,2,1,Chile,Russia,Estádio Roker Park Ground,Sunderland,,John ADAIR,1610
Copa do Mundo da FIFA Inglaterra 1966™,20/07/1966 15:30,Inglaterra,2,0,França,Inglaterra,Estádio de Wembley,London,,Arturo YAMASAKI MALDONADO,1632
Copa do Mundo da FIFA Inglaterra 1966™,20/07/1966 15:30,Hungria,3,1,Bulgária,Hungria,Estádio Old Trafford,Manchester,,Roberto GOICOECHEA,1599
Copa do Mundo da FIFA Inglaterra 1966™,23/07/1966 11:00,Russia,2,1,Hungria,Russia,Estádio Roker Park Ground,Sunderland,,Juan GARDEAZABAL,1676
Copa do Mundo da FIFA Inglaterra 1966™,23/07/1966 11:00,Portugal,5,3,RPD da Coreia,Portugal,Estádio Goodison Park,Liverpool,,Menachem ASHKENAZI,1702
Copa do Mundo da FIFA Inglaterra 1966™,23/07/1966 11:00,Alemanha,4,0,Uruguai,Alemanha,Estádio Hillsborough,Sheffield,,Jim FINNEY,1660
Copa do Mundo da FIFA Inglaterra 1966™,23/07/1966 11:00,Inglaterra,1,0,Argentina,Inglaterra,Estádio de Wembley,London,,Rudolf KREITLEIN,1577
Copa do Mundo da FIFA Inglaterra 1966™,25/07/1966 15:30,Alemanha,2,1,Russia,Alemanha,Estádio Goodison Park,Liverpool,,Concetto LO BELLO,1659
Copa do Mundo da FIFA Inglaterra 1966™,26/07/1966 15:30,Inglaterra,2,1,Portugal,Inglaterra,Estádio de Wembley,London,,Pierre SCHWINTE,1635
Copa do Mundo da FIFA Inglaterra 1966™,28/07/1966 15:30,Portugal,2,1,Russia,Portugal,Estádio de Wembley,London,,Kenneth DAGNALL,1709
Copa do Mundo da FIFA Inglaterra 1966™,30/07/1966 11:00,Inglaterra,4,2,Alemanha,Inglaterra,Estádio de Wembley,London,,Gottfried DIENST,1633
Copa do Mundo da FIFA Chile 1962™,30/05/1962 16:00,Chile,3,1,Suíça,Chile,Estádio Nacional Julio Martínez Prádanos,Santiago,,Ken ASTON,1473
Copa do Mundo da FIFA Chile 1962™,30/05/1962 16:00,Uruguai,2,1,Colômbia,Uruguai,Estádio Carlos Dittborn,Arica,,Andor DOROGI,1479
Copa do Mundo da FIFA Chile 1962™,30/05/1962 16:00,Brasil,2,0,México,Brasil,Estádio Sausalito,Viña del Mar,,Gottfried DIENST,1461
Copa do Mundo da FIFA Chile 1962™,30/05/1962 16:00,Argentina,1,0,Bulgária,Argentina,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Juan GARDEAZABAL,1447
Copa do Mundo da FIFA Chile 1962™,31/05/1962 16:00,Hungria,2,1,Inglaterra,Hungria,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Leo HORN,1490
Copa do Mundo da FIFA Chile 1962™,31/05/1962 16:00,Russia,2,0,Servia,Russia,Estádio Carlos Dittborn,Arica,,Albert DUSCH,1563
Copa do Mundo da FIFA Chile 1962™,31/05/1962 16:00,Alemanha,0,0,Itália,Empate,Estádio Nacional Julio Martínez Prádanos,Santiago,,Bob DAVIDSON,1507
Copa do Mundo da FIFA Chile 1962™,31/05/1962 16:00,Tchecoslováquia,1,0,Espanha,Tchecoslováquia,Estádio Sausalito,Viña del Mar,,Carl STEINER,1498
Copa do Mundo da FIFA Chile 1962™,02/06/1962 16:00,Inglaterra,3,1,Argentina,Inglaterra,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Nikolaj LATYCHEV,1450
Copa do Mundo da FIFA Chile 1962™,02/06/1962 16:00,Servia,3,1,Uruguai,Servia,Estádio Carlos Dittborn,Arica,,Karol GALBA,1564
Copa do Mundo da FIFA Chile 1962™,02/06/1962 16:00,Chile,2,0,Itália,Chile,Estádio Nacional Julio Martínez Prádanos,Santiago,,Ken ASTON,1472
Copa do Mundo da FIFA Chile 1962™,02/06/1962 16:00,Brasil,0,0,Tchecoslováquia,Empate,Estádio Sausalito,Viña del Mar,,Pierre SCHWINTE,1462
Copa do Mundo da FIFA Chile 1962™,03/06/1962 16:00,Russia,4,4,Colômbia,Empate,Estádio Carlos Dittborn,Arica,,Joao ETZEL FILHO,1478
Copa do Mundo da FIFA Chile 1962™,03/06/1962 16:00,Alemanha,2,1,Suíça,Alemanha,Estádio Nacional Julio Martínez Prádanos,Santiago,,Leo HORN,1510
Copa do Mundo da FIFA Chile 1962™,03/06/1962 16:00,Hungria,6,1,Bulgária,Hungria,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Juan GARDEAZABAL,1470
Copa do Mundo da FIFA Chile 1962™,03/06/1962 16:00,Espanha,1,0,México,Espanha,Estádio Sausalito,Viña del Mar,,Branko TESANIC,1497
Copa do Mundo da FIFA Chile 1962™,06/06/1962 16:00,Alemanha,2,0,Chile,Alemanha,Estádio Nacional Julio Martínez Prádanos,Santiago,,Bob DAVIDSON,1471
Copa do Mundo da FIFA Chile 1962™,06/06/1962 16:00,Brasil,2,1,Espanha,Brasil,Estádio Sausalito,Viña del Mar,,Sergio BUSTAMANTE,1460
Copa do Mundo da FIFA Chile 1962™,06/06/1962 16:00,Russia,2,1,Uruguai,Russia,Estádio Carlos Dittborn,Arica,,Cesare JONNI,1562
Copa do Mundo da FIFA Chile 1962™,06/06/1962 16:00,Hungria,0,0,Argentina,Empate,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Arturo YAMASAKI MALDONADO,1451
Copa do Mundo da FIFA Chile 1962™,07/06/1962 16:00,Servia,5,0,Colômbia,Servia,Estádio Carlos Dittborn,Arica,,Carlos ROBLES,1480
Copa do Mundo da FIFA Chile 1962™,07/06/1962 16:00,Itália,3,0,Suíça,Itália,Estádio Nacional Julio Martínez Prádanos,Santiago,,Nikolaj LATYCHEV,1532
Copa do Mundo da FIFA Chile 1962™,07/06/1962 16:00,México,3,1,Tchecoslováquia,México,Estádio Sausalito,Viña del Mar,,Gottfried DIENST,1544
Copa do Mundo da FIFA Chile 1962™,07/06/1962 16:00,Inglaterra,0,0,Bulgária,Empate,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Arthur BLAVIER,1464
Copa do Mundo da FIFA Chile 1962™,10/06/1962 15:30,Chile,2,1,Russia,Chile,Estádio Carlos Dittborn,Arica,,Leo HORN,1474
Copa do Mundo da FIFA Chile 1962™,10/06/1962 15:30,Tchecoslováquia,1,0,Hungria,Tchecoslováquia,Estádio El Teniente (Estádio Braden Copper Co.),Rancagua,,Nikolaj LATYCHEV,1525
Copa do Mundo da FIFA Chile 1962™,10/06/1962 15:30,Servia,1,0,Alemanha,Servia,Estádio Nacional Julio Martínez Prádanos,Santiago,,Arturo YAMASAKI MALDONADO,1511
Copa do Mundo da FIFA Chile 1962™,10/06/1962 15:30,Brasil,3,1,Inglaterra,Brasil,Estádio Sausalito,Viña del Mar,,Pierre SCHWINTE,1459
Copa do Mundo da FIFA Chile 1962™,13/06/1962 15:30,Tchecoslováquia,3,1,Servia,Tchecoslováquia,Estádio Sausalito,Viña del Mar,,Gottfried DIENST,1559
Copa do Mundo da FIFA Chile 1962™,13/06/1962 15:30,Brasil,4,2,Chile,Brasil,Estádio Nacional Julio Martínez Prádanos,Santiago,,Arturo YAMASAKI MALDONADO,1458
Copa do Mundo da FIFA Chile 1962™,16/06/1962 15:30,Chile,1,0,Servia,Chile,Estádio Nacional Julio Martínez Prádanos,Santiago,,Juan GARDEAZABAL,1475
Copa do Mundo da FIFA Chile 1962™,17/06/1962 15:30,Brasil,3,1,Tchecoslováquia,Brasil,Estádio Nacional Julio Martínez Prádanos,Santiago,,Nikolaj LATYCHEV,1463
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 09:00,Suécia,3,0,México,Suécia,Estádio Rasunda,Solna,,Nikolaj LATYCHEV,1415
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,França,7,3,Paraguai,França,Estádio Idrottsparken,Norrköping,,Juan GARDEAZABAL,1386
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Argentina,1,3,Alemanha,Alemanha,Estádio Malmö,Malmö,,Reginald LEAFE,1323
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Russia,2,2,Inglaterra,Empate,Estádio Nya Ullevi,Gothenburg,,Istvan ZSOLT,1372
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Hungria,1,1,País de Gales,Empate,Estádio Jarnvallen,Sandviken,,Jose Maria CODESAL,1407
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Irlanda do Norte,1,0,Tchecoslováquia,Irlanda do Norte,Estádio Orjans Vall,Halmstad,,Fritz SEIPELT,1421
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Servia,1,1,Escócia,Empate,Estádio Arosvallen,Västerås,,Paul WYSSLING,1434
Copa do Mundo da FIFA Suécia 1958™,08/06/1958 14:00,Brasil,3,0,Áustria,Brasil,Estádio Rimnersvallen,Uddevalla,,Maurice GUIGUE,1326
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Servia,3,2,França,Servia,Estádio Arosvallen,Västerås,,Benjamin GRIFFITHS,1388
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Russia,2,0,Áustria,Russia,Estádio Ryavallen,Borås,,Carl Frederik JORGENSEN,1332
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Brasil,0,0,Inglaterra,Empate,Estádio Nya Ullevi,Gothenburg,,Albert DUSCH,1339
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Alemanha,2,2,Tchecoslováquia,Empate,Estádio Olímpico,Helsingborg,,Arthur ELLIS,1391
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Argentina,3,1,Irlanda do Norte,Argentina,Estádio Orjans Vall,Halmstad,,Sten AHLNER,1324
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,Paraguai,3,2,Escócia,Paraguai,Estádio Idrottsparken,Norrköping,,Vincenzo ORLANDINI,1423
Copa do Mundo da FIFA Suécia 1958™,11/06/1958 14:00,México,1,1,País de Gales,Empate,Estádio Rasunda,Solna,,Leo LEMESIC,1418
Copa do Mundo da FIFA Suécia 1958™,12/06/1958 14:00,Suécia,2,1,Hungria,Suécia,Estádio Rasunda,Solna,,Jack MOWAT,1406
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 09:00,Suécia,0,0,País de Gales,Empate,Estádio Rasunda,Solna,,Lucien VAN NUFFEL,1438
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Paraguai,3,3,Servia,Empate,Estádio Tunavallen,Eskilstuna,,Martin MACKO,1426
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Tchecoslováquia,6,1,Argentina,Tchecoslováquia,Estádio Olímpico,Helsingborg,,Arthur ELLIS,1325
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,França,2,1,Escócia,França,Estádio Eyravallen,Örebro,,Juan BROZZI,1387
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Alemanha,2,2,Irlanda do Norte,Empate,Estádio Malmö,Malmö,,Joaquim FERNANDES CAMPOS,1389
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Hungria,4,0,México,Hungria,Estádio Jarnvallen,Sandviken,,Arne ERIKSSON,1403
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Brasil,2,0,Russia,Brasil,Estádio Nya Ullevi,Gothenburg,,Maurice GUIGUE,1344
Copa do Mundo da FIFA Suécia 1958™,15/06/1958 14:00,Inglaterra,2,2,Áustria,Empate,Estádio Ryavallen,Borås,,Jan BRONKHORST,1327
Copa do Mundo da FIFA Suécia 1958™,17/06/1958 14:00,País de Gales,2,1,Hungria,País de Gales,Estádio Rasunda,Solna,,Nikolaj LATYCHEV,1408
Copa do Mundo da FIFA Suécia 1958™,17/06/1958 14:00,Russia,1,0,Inglaterra,Russia,Estádio Nya Ullevi,Gothenburg,,Albert DUSCH,1373
Copa do Mundo da FIFA Suécia 1958™,17/06/1958 14:00,Irlanda do Norte,2,1,Tchecoslováquia,Irlanda do Norte,Estádio Malmö,Malmö,,Maurice GUIGUE,1422
Copa do Mundo da FIFA Suécia 1958™,19/06/1958 14:00,Alemanha,1,0,Servia,Alemanha,Estádio Malmö,Malmö,,Paul WYSSLING,1392
Copa do Mundo da FIFA Suécia 1958™,19/06/1958 14:00,Suécia,2,0,Russia,Suécia,Estádio Rasunda,Solna,,Reginald LEAFE,1437
Copa do Mundo da FIFA Suécia 1958™,19/06/1958 14:00,Brasil,1,0,País de Gales,Brasil,Estádio Nya Ullevi,Gothenburg,,Fritz SEIPELT,1345
Copa do Mundo da FIFA Suécia 1958™,19/06/1958 14:00,França,4,0,Irlanda do Norte,França,Estádio Idrottsparken,Norrköping,,Juan GARDEAZABAL,1385
Copa do Mundo da FIFA Suécia 1958™,24/06/1958 14:00,Brasil,5,2,França,Brasil,Estádio Rasunda,Solna,,Benjamin GRIFFITHS,1340
Copa do Mundo da FIFA Suécia 1958™,24/06/1958 14:00,Suécia,3,1,Alemanha,Suécia,Estádio Nya Ullevi,Gothenburg,,Istvan ZSOLT,1390
Copa do Mundo da FIFA Suécia 1958™,28/06/1958 12:00,França,6,3,Alemanha,França,Estádio Nya Ullevi,Gothenburg,,Juan BROZZI,1382
Copa do Mundo da FIFA Suécia 1958™,29/06/1958 10:00,Brasil,5,2,Suécia,Brasil,Estádio Rasunda,Solna,,Maurice GUIGUE,1343
Copa do Mundo da FIFA Suíça 1954™,16/06/1954 13:00,Áustria,1,0,Escócia,Áustria,Estádio Hardturm,Zürich,,Laurent FRANKEN,1236
Copa do Mundo da FIFA Suíça 1954™,16/06/1954 13:00,Brasil,5,0,México,Brasil,Estádio de Charmilles,Geneva,,Paul WYSSLING,1249
Copa do Mundo da FIFA Suíça 1954™,16/06/1954 13:00,Servia,1,0,França,Servia,Estádio Olímpico La Pontaise,Lausanne,,Benjamin GRIFFITHS,1276
Copa do Mundo da FIFA Suíça 1954™,16/06/1954 13:00,Uruguai,2,0,Tchecoslováquia,Uruguai,Estádio da Suíça,Berna,,Arthur ELLIS,1315
Copa do Mundo da FIFA Suíça 1954™,17/06/1954 12:50,Suíça,2,1,Itália,Suíça,Estádio Olímpico La Pontaise,Lausanne,,Mario VIANA,1300
Copa do Mundo da FIFA Suíça 1954™,17/06/1954 13:00,Hungria,9,0,República da Coreia,Hungria,Estádio Hardturm,Zürich,,Raymond VINCENTI,1294
Copa do Mundo da FIFA Suíça 1954™,17/06/1954 13:00,Alemanha,4,1,Turquia,Alemanha,Estádio da Suíça,Berna,,Jose DA COSTA VIEIRA,1283
Copa do Mundo da FIFA Suíça 1954™,17/06/1954 13:10,Inglaterra,4,4,Bélgica,Empate,Estádio St. Jakob-Park,Basel,,Emil SCHMETZER,1240
Copa do Mundo da FIFA Suíça 1954™,19/06/1954 11:50,Uruguai,7,0,Escócia,Uruguai,Estádio St. Jakob-Park,Basel,,Vincenzo ORLANDINI,1313
Copa do Mundo da FIFA Suíça 1954™,19/06/1954 12:00,Brasil,1,1,Servia,Empate,Estádio Olímpico La Pontaise,Lausanne,,Charlie FAULTLESS,1252
Copa do Mundo da FIFA Suíça 1954™,19/06/1954 12:00,Áustria,5,0,Tchecoslováquia,Áustria,Estádio Hardturm,Zürich,,Vasa STEFANOVIC,1238
Copa do Mundo da FIFA Suíça 1954™,19/06/1954 12:10,França,3,2,México,França,Estádio de Charmilles,Geneva,,Manuel ASENSI,1275
