edicao,data,time_casa,gols_casa,gols_fora,time_fora,pais_vencedor,estadio,cidade,publico,arbitro,id_jogo
Copa do Mundo da FIFA 2026™,11/06/2026 16:00,México,2,0,África do Sul,México,Estádio da Cidade do México,Cidade do México,80824,Wilton SAMPAIO,400021443
Copa do Mundo da FIFA 2026™,11/06/2026 23:00,República da Coreia,2,1,Tchéquia,República da Coreia,Estádio de Guadalajara,Guadalajara,44985,Amin Mohamed Omar,400021441
Copa do Mundo da FIFA 2026™,12/06/2026 16:00,Canadá,1,1,Bósnia e Herzegovina,Empate,Estádio de Toronto ,Toronto,43002,Facundo TELLO,400021449
Copa do Mundo da FIFA 2026™,12/06/2026 22:00,EUA,4,1,Paraguai,EUA,Estádio de Los Angeles,Los Angeles,70492,Danny Desmond Makkelie,400021458
Copa do Mundo da FIFA 2026™,13/06/2026 16:00,Catar,1,1,Suíça,Empate,Estádio da Baía de São Francisco,Área da baía de São Francisco,67966,Said MARTINEZ,400021447
Copa do Mundo da FIFA 2026™,13/06/2026 19:00,Brasil,1,1,Marrocos,Empate,Estádio de Nova York/Nova Jersey,Nova Jersey,80663,Slavko VINCIC,400021456
Copa do Mundo da FIFA 2026™,13/06/2026 22:00,Haiti,0,1,Escócia,Escócia,Estádio de Boston,Boston,64146,Mustapha Ghorbal,400021453
Copa do Mundo da FIFA 2026™,14/06/2026 01:00,Austrália,2,0,Turquia,Austrália,BC Place de Vancouver,Vancouver,52497,Jesús Valenzuela Sáez,400021463
Copa do Mundo da FIFA 2026™,14/06/2026 14:00,Alemanha,7,1,Curaçau,Alemanha,Estádio de Houston,Houston,68021,Jalal Jayed,400021464
Copa do Mundo da FIFA 2026™,14/06/2026 17:00,Holanda,2,2,Japão,Empate,Estádio de Dallas,Dallas,69285,Ismail Elfath,400021470
Copa do Mundo da FIFA 2026™,14/06/2026 20:00,Costa do Marfim,1,0,Equador,Costa do Marfim,Estádio de Filadélfia,Filadélfia,68274,François Letexier,400021467
Copa do Mundo da FIFA 2026™,14/06/2026 23:00,Suécia,5,1,Tunísia,Suécia,Estádio de Monterrey,Monterrey,50987,Yael Falcón Pérez,400021474
Copa do Mundo da FIFA 2026™,15/06/2026 13:00,Espanha,0,0,Cabo Verde,Empate,Estádio de Atlanta,Atlanta,67640,Adham Mohammad Tumah Makhadmeh,400021482
Copa do Mundo da FIFA 2026™,15/06/2026 16:00,Bélgica,1,1,Egito,Empate,Estádio de Seattle,Seattle,66775,Ramon ABATTI,400021478
Copa do Mundo da FIFA 2026™,15/06/2026 19:00,Arábia Saudita,1,1,Uruguai,Empate,Estádio de Miami,Miami,62764,Maurizio Mariani,400021486
Copa do Mundo da FIFA 2026™,15/06/2026 22:00,RI do Irã,2,2,Nova Zelândia,Empate,Estádio de Los Angeles,Los Angeles,70108,César Arturo Ramos Palazuelos,400021476
Copa do Mundo da FIFA 2026™,16/06/2026 16:00,França,3,1,Senegal,França,Estádio de Nova York/Nova Jersey,Nova Jersey,80545,Alireza FAGHANI,400021490
Copa do Mundo da FIFA 2026™,16/06/2026 19:00,Iraque,1,4,Noruega,Noruega,Estádio de Boston,Boston,63106,Pierre Ghislain Atcho,400021488
Copa do Mundo da FIFA 2026™,16/06/2026 22:00,Argentina,3,0,Argélia,Argentina,Estádio de Kansas City,Kansas City,69045,Szymon MARCINIAK,400021496
Copa do Mundo da FIFA 2026™,17/06/2026 01:00,Áustria,3,1,Jordânia,Áustria,Estádio da Baía de São Francisco,Área da baía de São Francisco,68527,Dahane BEIDA,400021498
Copa do Mundo da FIFA 2026™,17/06/2026 14:00,Portugal,1,1,RD do Congo,Empate,Estádio de Houston,Houston,68777,Abdulrahman AL JASSIM,400021502
Copa do Mundo da FIFA 2026™,17/06/2026 17:00,Inglaterra,4,2,Croácia,Inglaterra,Estádio de Dallas,Dallas,70389,Clément Turpin,400021507
Copa do Mundo da FIFA 2026™,17/06/2026 20:00,Gana,1,0,Panamá,Gana,Estádio de Toronto ,Toronto,42942,Glenn Nyberg,400021510
Copa do Mundo da FIFA 2026™,17/06/2026 23:00,Uzbequistão,1,3,Colômbia,Colômbia,Estádio da Cidade do México,Cidade do México,80824,Anthony Taylor,400021504
Copa do Mundo da FIFA 2026™,18/06/2026 13:00,Tchéquia,1,1,África do Sul,Empate,Estádio de Atlanta,Atlanta,67442,Tori Penso,400021440
Copa do Mundo da FIFA 2026™,18/06/2026 16:00,Suíça,4,1,Bósnia e Herzegovina,Suíça,Estádio de Los Angeles,Los Angeles,70026,João Pedro Silva Pinheiro,400021446
Copa do Mundo da FIFA 2026™,18/06/2026 19:00,Canadá,6,0,Catar,Canadá,BC Place de Vancouver,Vancouver,52497,Cristián Marcelo Garay Reyes,400021450
Copa do Mundo da FIFA 2026™,18/06/2026 22:00,México,1,0,República da Coreia,México,Estádio de Guadalajara,Guadalajara,45522,Gustavo Tejera,400021442
Copa do Mundo da FIFA 2026™,19/06/2026 16:00,EUA,2,0,Austrália,EUA,Estádio de Seattle,Seattle,66925,Felix Zwayer,400021462
Copa do Mundo da FIFA 2026™,19/06/2026 19:00,Escócia,0,1,Marrocos,Marrocos,Estádio de Boston,Boston,64146,Ilgiz Tantashev,400021454
Copa do Mundo da FIFA 2026™,19/06/2026 21:30,Brasil,3,0,Haiti,Brasil,Estádio de Filadélfia,Filadélfia,68324,Alejandro José Hernández Hernández,400021457
Copa do Mundo da FIFA 2026™,20/06/2026 00:00,Turquia,0,1,Paraguai,Paraguai,Estádio da Baía de São Francisco,Área da baía de São Francisco,68827,Ivan Arcides Barton Cisneros,400021460
Copa do Mundo da FIFA 2026™,20/06/2026 14:00,Holanda,5,1,Suécia,Holanda,Estádio de Houston,Houston,68777,Michael Oliver,400021472
Copa do Mundo da FIFA 2026™,20/06/2026 17:00,Alemanha,2,1,Costa do Marfim,Alemanha,Estádio de Toronto ,Toronto,43036,Juan Gabriel Benítez,400021469
Copa do Mundo da FIFA 2026™,20/06/2026 21:00,Equador,0,0,Curaçau,Empate,Estádio de Kansas City,Kansas City,68598,Ning Ma,400021465
Copa do Mundo da FIFA 2026™,21/06/2026 01:00,Tunísia,0,4,Japão,Japão,Estádio de Monterrey,Monterrey,51243,Istvan Kovacs,400021475
Copa do Mundo da FIFA 2026™,21/06/2026 13:00,Espanha,4,0,Arábia Saudita,Espanha,Estádio de Atlanta,Atlanta,68239,Raphael Claus,400021483
Copa do Mundo da FIFA 2026™,21/06/2026 16:00,Bélgica,0,0,RI do Irã,Empate,Estádio de Los Angeles,Los Angeles,70317,Darío Herrera,400021477
Copa do Mundo da FIFA 2026™,21/06/2026 19:00,Uruguai,2,2,Cabo Verde,Empate,Estádio de Miami,Miami,64003,Espen Eskås,400021487
Copa do Mundo da FIFA 2026™,21/06/2026 22:00,Nova Zelândia,1,3,Egito,Egito,BC Place de Vancouver,Vancouver,52497,Omar Mohamed Al Ali,400021480
Copa do Mundo da FIFA 2026™,22/06/2026 14:00,Argentina,2,0,Áustria,Argentina,Estádio de Dallas,Dallas,70649,Amin Mohamed Omar,400021494
Copa do Mundo da FIFA 2026™,22/06/2026 18:00,França,3,0,Iraque,França,Estádio de Filadélfia,Filadélfia,68324,Drew Fischer,400021492
Copa do Mundo da FIFA 2026™,22/06/2026 21:00,Noruega,3,2,Senegal,Noruega,Estádio de Nova York/Nova Jersey,Nova Jersey,80663,Wilton SAMPAIO,400021491
Copa do Mundo da FIFA 2026™,23/06/2026 00:00,Jordânia,1,2,Argélia,Argélia,Estádio da Baía de São Francisco,Área da baía de São Francisco,68371,Slavko VINCIC,400021499
Copa do Mundo da FIFA 2026™,23/06/2026 14:00,Portugal,5,0,Uzbequistão,Portugal,Estádio de Houston,Houston,68777,Jalal Jayed,400021503
Copa do Mundo da FIFA 2026™,23/06/2026 17:00,Inglaterra,0,0,Gana,Empate,Estádio de Boston,Boston,63983,Said MARTINEZ,400021506
Copa do Mundo da FIFA 2026™,23/06/2026 20:00,Panamá,0,1,Croácia,Croácia,Estádio de Toronto ,Toronto,43036,Pierre Ghislain Atcho,400021511
Copa do Mundo da FIFA 2026™,23/06/2026 23:00,Colômbia,1,0,RD do Congo,Colômbia,Estádio de Guadalajara,Guadalajara,45358,Maurizio Mariani,400021501
Copa do Mundo da FIFA 2026™,24/06/2026 16:00,Bósnia e Herzegovina,3,1,Catar,Bósnia e Herzegovina,Estádio de Seattle,Seattle,66925,Jesús Valenzuela Sáez,400021448
Copa do Mundo da FIFA 2026™,24/06/2026 16:00,Suíça,2,1,Canadá,Suíça,BC Place de Vancouver,Vancouver,52497,Ramon ABATTI,400021451
Copa do Mundo da FIFA 2026™,24/06/2026 19:00,Marrocos,4,2,Haiti,Marrocos,Estádio de Atlanta,Atlanta,68239,Danny Desmond Makkelie,400021452
Copa do Mundo da FIFA 2026™,24/06/2026 19:00,Escócia,0,3,Brasil,Brasil,Estádio de Miami,Miami,64478,César Arturo Ramos Palazuelos,400021455
Copa do Mundo da FIFA 2026™,24/06/2026 22:00,África do Sul,1,0,República da Coreia,África do Sul,Estádio de Monterrey,Monterrey,51243,Facundo TELLO,400021445
Copa do Mundo da FIFA 2026™,24/06/2026 22:00,Tchéquia,0,3,México,México,Estádio da Cidade do México,Cidade do México,80824,Yael Falcón Pérez,400021444
Copa do Mundo da FIFA 2026™,25/06/2026 17:00,Curaçau,0,2,Costa do Marfim,Costa do Marfim,Estádio de Filadélfia,Filadélfia,68324,Glenn Nyberg,400021468
Copa do Mundo da FIFA 2026™,25/06/2026 17:00,Equador,2,1,Alemanha,Equador,Estádio de Nova York/Nova Jersey,Nova Jersey,80663,Tori Penso,400021466
Copa do Mundo da FIFA 2026™,25/06/2026 20:00,Tunísia,1,3,Holanda,Holanda,Estádio de Kansas City,Kansas City,68391,Katia Itzel García,400021473
Copa do Mundo da FIFA 2026™,25/06/2026 20:00,Japão,1,1,Suécia,Empate,Estádio de Dallas,Dallas,70137,Ivan Arcides Barton Cisneros,400021471
Copa do Mundo da FIFA 2026™,25/06/2026 23:00,Paraguai,0,0,Austrália,Empate,Estádio da Baía de São Francisco,Área da baía de São Francisco,68827,Clément Turpin,400021461
Copa do Mundo da FIFA 2026™,25/06/2026 23:00,Turquia,3,2,EUA,Turquia,Estádio de Los Angeles,Los Angeles,70492,Mustapha Ghorbal,400021459
Copa do Mundo da FIFA 2026™,26/06/2026 16:00,Senegal,5,0,Iraque,Senegal,Estádio de Toronto ,Toronto,43036,Anthony Taylor,400021493
Copa do Mundo da FIFA 2026™,26/06/2026 16:00,Noruega,1,4,França,França,Estádio de Boston,Boston,64146,Michael Oliver,400021489
Copa do Mundo da FIFA 2026™,26/06/2026 21:00,Uruguai,0,1,Espanha,Espanha,Estádio de Guadalajara,Guadalajara,45065,Ismail Elfath,400021484
Copa do Mundo da FIFA 2026™,26/06/2026 21:00,Cabo Verde,0,0,Arábia Saudita,Empate,Estádio de Houston,Houston,68278,François Letexier,400021485
Copa do Mundo da FIFA 2026™,27/06/2026 00:00,Nova Zelândia,1,5,Bélgica,Bélgica,BC Place de Vancouver,Vancouver,52497,Adham Mohammad Tumah Makhadmeh,400021481
Copa do Mundo da FIFA 2026™,27/06/2026 00:00,Egito,1,1,RI do Irã,Empate,Estádio de Seattle,Seattle,66925,Szymon MARCINIAK,400021479
Copa do Mundo da FIFA 2026™,27/06/2026 18:00,Panamá,,,Inglaterra,,Estádio de Nova York/Nova Jersey,Nova Jersey,,Abdulrahman AL JASSIM,400021508
Copa do Mundo da FIFA 2026™,27/06/2026 18:00,Croácia,,,Gana,,Estádio de Filadélfia,Filadélfia,,Drew Fischer,400021509
Copa do Mundo da FIFA 2026™,27/06/2026 20:30,RD do Congo,,,Uzbequistão,,Estádio de Atlanta,Atlanta,,Felix Zwayer,400021500
Copa do Mundo da FIFA 2026™,27/06/2026 20:30,Colômbia,,,Portugal,,Estádio de Miami,Miami,,Alireza FAGHANI,400021505
Copa do Mundo da FIFA 2026™,27/06/2026 23:00,Argélia,,,Áustria,,Estádio de Kansas City,Kansas City,,Ilgiz Tantashev,400021497
Copa do Mundo da FIFA 2026™,27/06/2026 23:00,Jordânia,,,Argentina,,Estádio de Dallas,Dallas,,Istvan Kovacs,400021495
Copa do Mundo da FIFA 2026™,28/06/2026 16:00,África do Sul,,,Canadá,,Estádio de Los Angeles,Los Angeles,,João Pedro Silva Pinheiro,400021518
Copa do Mundo da FIFA 2026™,29/06/2026 14:00,Brasil,,,Japão,,Estádio de Houston,Houston,,,400021516
Copa do Mundo da FIFA 2026™,29/06/2026 17:30,Alemanha,,,Paraguai,,Estádio de Boston,Boston,,,400021513
Copa do Mundo da FIFA 2026™,29/06/2026 22:00,Holanda,,,Marrocos,,Estádio de Monterrey,Monterrey,,,400021522
Copa do Mundo da FIFA 2026™,30/06/2026 14:00,Costa do Marfim,,,Noruega,,Estádio de Dallas,Dallas,,,400021514
Copa do Mundo da FIFA 2026™,30/06/2026 18:00,França,,,Suécia,,Estádio de Nova York/Nova Jersey,Nova Jersey,,,400021523
Copa do Mundo da FIFA 2026™,30/06/2026 22:00,México,,,,,Estádio da Cidade do México,Cidade do México,,,400021520
Copa do Mundo da FIFA 2026™,01/07/2026 13:00,,,,,,Estádio de Atlanta,Atlanta,,,400021512
Copa do Mundo da FIFA 2026™,01/07/2026 17:00,Bélgica,,,,,Estádio de Seattle,Seattle,,,400021525
Copa do Mundo da FIFA 2026™,01/07/2026 21:00,EUA,,,Bósnia e Herzegovina,,Estádio da Baía de São Francisco,Área da baía de São Francisco,,,400021524
Copa do Mundo da FIFA 2026™,02/07/2026 16:00,Espanha,,,,,Estádio de Los Angeles,Los Angeles,,,400021519
Copa do Mundo da FIFA 2026™,02/07/2026 20:00,,,,,,Estádio de Toronto ,Toronto,,,400021526
Copa do Mundo da FIFA 2026™,03/07/2026 00:00,Suíça,,,,,BC Place de Vancouver,Vancouver,,,400021527
Copa do Mundo da FIFA 2026™,03/07/2026 15:00,Austrália,,,Egito,,Estádio de Dallas,Dallas,,,400021515
Copa do Mundo da FIFA 2026™,03/07/2026 19:00,Argentina,,,Cabo Verde,,Estádio de Miami,Miami,,,400021521
Copa do Mundo da FIFA 2026™,03/07/2026 22:30,,,,,,Estádio de Kansas City,Kansas City,,,400021517
Copa do Mundo da FIFA 2026™,04/07/2026 14:00,,,,,,Estádio de Houston,Houston,,,400021530
Copa do Mundo da FIFA 2026™,04/07/2026 18:00,,,,,,Estádio de Filadélfia,Filadélfia,,,400021533
Copa do Mundo da FIFA 2026™,05/07/2026 17:00,,,,,,Estádio de Nova York/Nova Jersey,Nova Jersey,,,400021532
Copa do Mundo da FIFA 2026™,05/07/2026 21:00,,,,,,Estádio da Cidade do México,Cidade do México,,,400021531
Copa do Mundo da FIFA 2026™,06/07/2026 16:00,,,,,,Estádio de Dallas,Dallas,,,400021529
Copa do Mundo da FIFA 2026™,06/07/2026 21:00,,,,,,Estádio de Seattle,Seattle,,,400021534
Copa do Mundo da FIFA 2026™,07/07/2026 13:00,,,,,,Estádio de Atlanta,Atlanta,,,400021528
Copa do Mundo da FIFA 2026™,07/07/2026 17:00,,,,,,BC Place de Vancouver,Vancouver,,,400021535
Copa do Mundo da FIFA 2026™,09/07/2026 17:00,,,,,,Estádio de Boston,Boston,,,400021536
Copa do Mundo da FIFA 2026™,10/07/2026 16:00,,,,,,Estádio de Los Angeles,Los Angeles,,,400021538
Copa do Mundo da FIFA 2026™,11/07/2026 18:00,,,,,,Estádio de Miami,Miami,,,400021539
Copa do Mundo da FIFA 2026™,11/07/2026 22:00,,,,,,Estádio de Kansas City,Kansas City,,,400021537
Copa do Mundo da FIFA 2026™,14/07/2026 16:00,,,,,,Estádio de Dallas,Dallas,,,400021541
Copa do Mundo da FIFA 2026™,15/07/2026 16:00,,,,,,Estádio de Atlanta,Atlanta,,,400021540
Copa do Mundo da FIFA 2026™,18/07/2026 18:00,,,,,,Estádio de Miami,Miami,,,400021542
Copa do Mundo da FIFA 2026™,19/07/2026 16:00,,,,,,Estádio de Nova York/Nova Jersey,Nova Jersey,,,400021543
Copa do Mundo da FIFA Catar 2022™,20/11/2022 13:00,Catar,0,2,Equador,Equador,Estádio Al Bayt,Al Khor,67372,Daniele Orsato,400128082
Copa do Mundo da FIFA Catar 2022™,21/11/2022 10:00,Inglaterra,6,2,Irã,Inglaterra,Estádio Internacional Khalifa,Ar-Rayyan,45334,Raphael Claus,400235458
Copa do Mundo da FIFA Catar 2022™,21/11/2022 13:00,Senegal,0,2,Holanda,Holanda,Estádio Al Thumama,Doha,41721,Wilton SAMPAIO,400235449
Copa do Mundo da FIFA Catar 2022™,21/11/2022 16:00,Estados Unidos,1,1,Gales,Empate,Estádio Ahmad Bin Ali,Ar-Rayyan,43418,Abdulrahman Ibrahim Al Jassim,400235455
Copa do Mundo da FIFA Catar 2022™,22/11/2022 07:00,Argentina,1,2,Arábia Saudita,Arábia Saudita,Estádio de Lusail,Al Daayen,88012,Slavko Vinčić,400235461
Copa do Mundo da FIFA Catar 2022™,22/11/2022 10:00,Dinamarca,0,0,Tunísia,Empate,Estádio da Cidade da Educação,Doha,42925,César Arturo Ramos Palazuelos,400235466
Copa do Mundo da FIFA Catar 2022™,22/11/2022 13:00,México,0,0,Polônia,Empate,Estádio 974,Doha,39369,Chris Beath,400235463
Copa do Mundo da FIFA Catar 2022™,22/11/2022 16:00,França,4,1,Austrália,França,Estádio Al Janoub,Al Wakrah,40875,Victor GOMES,400235470
Copa do Mundo da FIFA Catar 2022™,23/11/2022 07:00,Marrocos,0,0,Croácia,Empate,Estádio Al Bayt,Al Khor,59407,Fernando Andrés Rapallini,400235481
Copa do Mundo da FIFA Catar 2022™,23/11/2022 10:00,Alemanha,1,2,Japão,Japão,Estádio Internacional Khalifa,Ar-Rayyan,42608,Ivan Arcides Barton Cisneros,400235476
Copa do Mundo da FIFA Catar 2022™,23/11/2022 13:00,Espanha,7,0,Costa Rica,Espanha,Estádio Al Thumama,Doha,40013,Mohammed ABDULLA,400235472
Copa do Mundo da FIFA Catar 2022™,23/11/2022 16:00,Bélgica,1,0,Canadá,Bélgica,Estádio Ahmad Bin Ali,Ar-Rayyan,40432,Janny SIKAZWE,400235477
Copa do Mundo da FIFA Catar 2022™,24/11/2022 07:00,Suíça,1,0,Camarões,Suíça,Estádio Al Janoub,Al Wakrah,39089,Facundo TELLO,400235488
Copa do Mundo da FIFA Catar 2022™,24/11/2022 10:00,Uruguai,0,0,República da Coreia,Empate,Estádio da Cidade da Educação,Doha,41663,Clément Turpin,400235491
Copa do Mundo da FIFA Catar 2022™,24/11/2022 13:00,Portugal,3,2,Gana,Portugal,Estádio 974,Doha,42662,Ismail Elfath,400235493
Copa do Mundo da FIFA Catar 2022™,24/11/2022 16:00,Brasil,2,0,Sérvia,Brasil,Estádio de Lusail,Al Daayen,88103,Alireza Faghani,400235484
Copa do Mundo da FIFA Catar 2022™,25/11/2022 07:00,Gales,0,2,Irã,Irã,Estádio Ahmad Bin Ali,Ar-Rayyan,40875,Mario Alberto Escobar Toca,400235453
Copa do Mundo da FIFA Catar 2022™,25/11/2022 10:00,Catar,1,3,Senegal,Senegal,Estádio Al Thumama,Doha,41797,Antonio Miguel Mateu Lahoz,400235448
Copa do Mundo da FIFA Catar 2022™,25/11/2022 13:00,Holanda,1,1,Equador,Empate,Estádio Internacional Khalifa,Ar-Rayyan,44833,Mustapha Ghorbal,400235452
Copa do Mundo da FIFA Catar 2022™,25/11/2022 16:00,Inglaterra,0,0,Estados Unidos,Empate,Estádio Al Bayt,Al Khor,68463,Jesús Valenzuela Sáez,400235457
Copa do Mundo da FIFA Catar 2022™,26/11/2022 07:00,Tunísia,0,1,Austrália,Austrália,Estádio Al Janoub,Al Wakrah,41823,Daniel Siebert,400235469
Copa do Mundo da FIFA Catar 2022™,26/11/2022 10:00,Polônia,2,0,Arábia Saudita,Polônia,Estádio da Cidade da Educação,Doha,44259,Wilton SAMPAIO,400235459
Copa do Mundo da FIFA Catar 2022™,26/11/2022 13:00,França,2,1,Dinamarca,França,Estádio 974,Doha,42860,Szymon Marciniak,400235467
Copa do Mundo da FIFA Catar 2022™,26/11/2022 16:00,Argentina,2,0,México,Argentina,Estádio de Lusail,Al Daayen,88966,Daniele Orsato,400235462
Copa do Mundo da FIFA Catar 2022™,27/11/2022 07:00,Japão,0,1,Costa Rica,Costa Rica,Estádio Ahmad Bin Ali,Ar-Rayyan,41479,Michael Oliver,400235471
Copa do Mundo da FIFA Catar 2022™,27/11/2022 10:00,Bélgica,0,2,Marrocos,Marrocos,Estádio Al Thumama,Doha,43738,César Arturo Ramos Palazuelos,400235480
Copa do Mundo da FIFA Catar 2022™,27/11/2022 13:00,Croácia,4,1,Canadá,Croácia,Estádio Internacional Khalifa,Ar-Rayyan,44374,Andres Matias MATONTE CABRERA,400235482
Copa do Mundo da FIFA Catar 2022™,27/11/2022 16:00,Espanha,1,1,Alemanha,Empate,Estádio Al Bayt,Al Khor,68895,Danny Desmond Makkelie,400235474
Copa do Mundo da FIFA Catar 2022™,28/11/2022 07:00,Camarões,3,3,Sérvia,Empate,Estádio Al Janoub,Al Wakrah,39789,Mohammed ABDULLA,400235487
Copa do Mundo da FIFA Catar 2022™,28/11/2022 10:00,República da Coreia,2,3,Gana,Gana,Estádio da Cidade da Educação,Doha,43983,Anthony Taylor,400235489
Copa do Mundo da FIFA Catar 2022™,28/11/2022 13:00,Brasil,1,0,Suíça,Brasil,Estádio 974,Doha,43649,Ivan Arcides Barton Cisneros,400235485
Copa do Mundo da FIFA Catar 2022™,28/11/2022 16:00,Portugal,2,0,Uruguai,Portugal,Estádio de Lusail,Al Daayen,88668,Alireza Faghani,400235492
Copa do Mundo da FIFA Catar 2022™,29/11/2022 12:00,Holanda,2,0,Catar,Holanda,Estádio Al Bayt,Al Khor,66784,Bakary GASSAMA,400235450
Copa do Mundo da FIFA Catar 2022™,29/11/2022 12:00,Equador,1,2,Senegal,Senegal,Estádio Internacional Khalifa,Ar-Rayyan,44569,Clément Turpin,400235451
Copa do Mundo da FIFA Catar 2022™,29/11/2022 16:00,Gales,0,3,Inglaterra,Inglaterra,Estádio Ahmad Bin Ali,Ar-Rayyan,44297,Slavko Vinčić,400235454
Copa do Mundo da FIFA Catar 2022™,29/11/2022 16:00,Irã,0,1,Estados Unidos,Estados Unidos,Estádio Al Thumama,Doha,42127,Antonio Miguel Mateu Lahoz,400235456
Copa do Mundo da FIFA Catar 2022™,30/11/2022 12:00,Austrália,1,0,Dinamarca,Austrália,Estádio Al Janoub,Al Wakrah,41232,Mustapha Ghorbal,400235468
Copa do Mundo da FIFA Catar 2022™,30/11/2022 12:00,Tunísia,1,0,França,Tunísia,Estádio da Cidade da Educação,Doha,43627,Matthew CONGER,400235465
Copa do Mundo da FIFA Catar 2022™,30/11/2022 16:00,Polônia,0,2,Argentina,Argentina,Estádio 974,Doha,44089,Danny Desmond Makkelie,400235464
Copa do Mundo da FIFA Catar 2022™,30/11/2022 16:00,Arábia Saudita,1,2,México,México,Estádio de Lusail,Al Daayen,84985,Michael Oliver,400235460
Copa do Mundo da FIFA Catar 2022™,01/12/2022 12:00,Croácia,0,0,Bélgica,Empate,Estádio Ahmad Bin Ali,Ar-Rayyan,43984,Anthony Taylor,400235478
Copa do Mundo da FIFA Catar 2022™,01/12/2022 12:00,Canadá,1,2,Marrocos,Marrocos,Estádio Al Thumama,Doha,43102,Raphael Claus,400235479
Copa do Mundo da FIFA Catar 2022™,01/12/2022 16:00,Japão,2,1,Espanha,Japão,Estádio Internacional Khalifa,Ar-Rayyan,44851,Victor GOMES,400235475
Copa do Mundo da FIFA Catar 2022™,01/12/2022 16:00,Costa Rica,2,4,Alemanha,Alemanha,Estádio Al Bayt,Al Khor,67054,Stéphanie Frappart,400235473
Copa do Mundo da FIFA Catar 2022™,02/12/2022 12:00,Gana,0,2,Uruguai,Uruguai,Estádio Al Janoub,Al Wakrah,43443,Daniel Siebert,400235494
Copa do Mundo da FIFA Catar 2022™,02/12/2022 12:00,República da Coreia,2,1,Portugal,República da Coreia,Estádio da Cidade da Educação,Doha,44097,Facundo TELLO,400235490
Copa do Mundo da FIFA Catar 2022™,02/12/2022 16:00,Sérvia,2,3,Suíça,Suíça,Estádio 974,Doha,41378,Fernando Andrés Rapallini,400235486
Copa do Mundo da FIFA Catar 2022™,02/12/2022 16:00,Camarões,1,0,Brasil,Camarões,Estádio de Lusail,Al Daayen,85986,Ismail Elfath,400235483
Copa do Mundo da FIFA Catar 2022™,03/12/2022 12:00,Holanda,3,1,Estados Unidos,Holanda,Estádio Internacional Khalifa,Ar-Rayyan,44846,Wilton SAMPAIO,400128136
Copa do Mundo da FIFA Catar 2022™,03/12/2022 16:00,Argentina,2,1,Austrália,Argentina,Estádio Ahmad Bin Ali,Ar-Rayyan,45032,Szymon Marciniak,400128131
Copa do Mundo da FIFA Catar 2022™,04/12/2022 12:00,França,3,1,Polônia,França,Estádio Al Thumama,Doha,40989,Jesús Valenzuela Sáez,400128135
Copa do Mundo da FIFA Catar 2022™,04/12/2022 16:00,Inglaterra,3,0,Senegal,Inglaterra,Estádio Al Bayt,Al Khor,65985,Ivan Arcides Barton Cisneros,400128134
Copa do Mundo da FIFA Catar 2022™,05/12/2022 12:00,Japão,1,1,Croácia,Croácia (penaltis),Estádio Al Janoub,Al Wakrah,42523,Ismail Elfath,400128132
Copa do Mundo da FIFA Catar 2022™,05/12/2022 16:00,Brasil,4,1,República da Coreia,Brasil,Estádio 974,Doha,43847,Clément Turpin,400128133
Copa do Mundo da FIFA Catar 2022™,06/12/2022 12:00,Marrocos,0,0,Espanha,Empate,Estádio da Cidade da Educação,Doha,44667,Fernando Andrés Rapallini,400128137
Copa do Mundo da FIFA Catar 2022™,06/12/2022 16:00,Portugal,6,1,Suíça,Portugal,Estádio de Lusail,Al Daayen,83720,César Arturo Ramos Palazuelos,400128130
Copa do Mundo da FIFA Catar 2022™,09/12/2022 12:00,Croácia,1,1,Brasil,Croácia (penaltis),Estádio da Cidade da Educação,Doha,43893,Michael Oliver,400128141
Copa do Mundo da FIFA Catar 2022™,09/12/2022 16:00,Holanda,2,2,Argentina,Argentina (penaltis),Estádio de Lusail,Al Daayen,88235,Antonio Miguel Mateu Lahoz,400128139
Copa do Mundo da FIFA Catar 2022™,10/12/2022 12:00,Marrocos,1,0,Portugal,Marrocos,Estádio Al Thumama,Doha,44198,Facundo TELLO,400128140
Copa do Mundo da FIFA Catar 2022™,10/12/2022 16:00,Inglaterra,1,2,França,França,Estádio Al Bayt,Al Khor,68895,Wilton SAMPAIO,400128138
Copa do Mundo da FIFA Catar 2022™,13/12/2022 16:00,Argentina,3,0,Croácia,Argentina,Estádio de Lusail,Al Daayen,88966,Daniele Orsato,400128143
Copa do Mundo da FIFA Catar 2022™,14/12/2022 16:00,França,2,0,Marrocos,França,Estádio Al Bayt,Al Khor,68294,César Arturo Ramos Palazuelos,400128142
Copa do Mundo da FIFA Catar 2022™,17/12/2022 12:00,Croácia,2,1,Marrocos,Croácia,Estádio Internacional Khalifa,Ar-Rayyan,44137,Abdulrahman Ibrahim Al Jassim,400128144
Copa do Mundo da FIFA Catar 2022™,18/12/2022 12:00,Argentina,3,3,França,Argentina (penaltis),Estádio de Lusail,Al Daayen,88966,Szymon Marciniak,400128145
Copa do Mundo da FIFA Rússia 2018™,14/06/2018 12:00,Rússia,5,0,Arábia Saudita,Rússia,Estádio Lênin,Moscow,78011,Néstor Fabián Pitana,300331503
Copa do Mundo da FIFA Rússia 2018™,15/06/2018 09:00,Egito,0,1,Uruguai,Uruguai,Estádio Central de Ecaterimburgo,Ecaterimburgo,27015,Björn Kuipers,300353632
